time, datetime_utc, mode, layer, level, winner_team, winner_faction, winner_subfaction, winner_tickets, loser_team, loser_faction, loser_subfaction, loser_tickets
"Sat Oct 15 2022 16:43:28 GMT-0400 (Eastern Daylight Time)","2022-10-15 20:43:28", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "138", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sat Oct 15 2022 17:49:26 GMT-0400 (Eastern Daylight Time)","2022-10-15 21:49:26", "Invasion", "Al Basrah Invasion v2", "Al Basrah", "2", "Insurgent Forces", "Insurgent Rebel Federation", "235", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Sat Oct 15 2022 18:26:19 GMT-0400 (Eastern Daylight Time)","2022-10-15 22:26:19", "RAAS", "Kamdesh RAAS v5", "Kamdesh Highlands", "2", "Middle Eastern Alliance", "MEA 60th Prince Assur Armored Brigade", "99", "1", "Australian Defence Force", "ADF 1st Armored", "0"
"Sat Oct 15 2022 18:56:15 GMT-0400 (Eastern Daylight Time)","2022-10-15 22:56:15", "RAAS", "Narva RAAS v4", "Narva", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "161", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 15 2022 19:39:58 GMT-0400 (Eastern Daylight Time)","2022-10-15 23:39:58", "AAS", "Belaya AAS v3", "Belaya Pass", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "247", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 15 2022 20:35:56 GMT-0400 (Eastern Daylight Time)","2022-10-16 00:35:56", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "109", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Sat Oct 15 2022 21:16:38 GMT-0400 (Eastern Daylight Time)","2022-10-16 01:16:38", "RAAS", "Fallujah RAAS v1", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "138", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Sat Oct 15 2022 22:11:09 GMT-0400 (Eastern Daylight Time)","2022-10-16 02:11:09", "RAAS", "Skorpo RAAS v1", "Skorpo", "2", "Russian Ground Forces", "Russian battalion tactical group", "80", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 15 2022 22:50:40 GMT-0400 (Eastern Daylight Time)","2022-10-16 02:50:40", "AAS", "Mutaha AAS v1", "Mutaha", "2", "Russian Ground Forces", "Russian battalion tactical group", "139", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 15 2022 23:17:27 GMT-0400 (Eastern Daylight Time)","2022-10-16 03:17:27", "AAS", "Sumari Bala AAS v3", "Sumari Bala", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "78", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sun Oct 16 2022 00:00:22 GMT-0400 (Eastern Daylight Time)","2022-10-16 04:00:22", "RAAS", "Yehorivka RAAS v8", "Yehorivka", "1", "Australian Defence Force", "ADF 3rd Brigade", "232", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sun Oct 16 2022 00:34:16 GMT-0400 (Eastern Daylight Time)","2022-10-16 04:34:16", "RAAS", "Mestia RAAS v2", "Mestia", "2", "Russian Ground Forces", "RUS 205th Rifle Division Reconaissance Platoon", "255", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Sun Oct 16 2022 01:26:10 GMT-0400 (Eastern Daylight Time)","2022-10-16 05:26:10", "RAAS", "Black Coast RAAS v4", "Black Coast", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "84", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Sun Oct 16 2022 02:15:07 GMT-0400 (Eastern Daylight Time)","2022-10-16 06:15:07", "RAAS", "Anvil RAAS v4", "Anvil", "1", "Australian Defence Force", "ADF 3rd Brigade", "198", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Sun Oct 16 2022 03:03:44 GMT-0400 (Eastern Daylight Time)","2022-10-16 07:03:44", "RAAS", "Gorodok RAAS v2", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "120", "1", "British Army", "British Armed Forces", "0"
"Sun Oct 16 2022 04:58:43 GMT-0400 (Eastern Daylight Time)","2022-10-16 08:58:43", "AAS", "Mutaha AAS v2", "Mutaha", "1", "British Army", "British Armed Forces", "367", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "154"
"Sun Oct 16 2022 11:52:34 GMT-0400 (Eastern Daylight Time)","2022-10-16 15:52:34", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "74", "1", "United States Army", "US Brigade Combat Team", "37"
"Sun Oct 16 2022 12:31:45 GMT-0400 (Eastern Daylight Time)","2022-10-16 16:31:45", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "117", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sun Oct 16 2022 13:20:30 GMT-0400 (Eastern Daylight Time)","2022-10-16 17:20:30", "RAAS", "Black Coast RAAS v4", "Black Coast", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "206", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Sun Oct 16 2022 14:00:18 GMT-0400 (Eastern Daylight Time)","2022-10-16 18:00:18", "AAS", "Chora AAS v2", "Chora", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "162", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Sun Oct 16 2022 14:41:46 GMT-0400 (Eastern Daylight Time)","2022-10-16 18:41:46", "AAS", "Skorpo AAS v1", "Skorpo", "2", "Russian Ground Forces", "Russian battalion tactical group", "60", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 16 2022 15:36:02 GMT-0400 (Eastern Daylight Time)","2022-10-16 19:36:02", "AAS", "Gorodok AAS v2", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "75", "1", "British Army", "British Armed Forces", "0"
"Sun Oct 16 2022 16:17:49 GMT-0400 (Eastern Daylight Time)","2022-10-16 20:17:49", "RAAS", "Yehorivka RAAS v2", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "231", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 16 2022 16:49:27 GMT-0400 (Eastern Daylight Time)","2022-10-16 20:49:27", "RAAS", "Narva RAAS v4", "Narva", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "231", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Sun Oct 16 2022 17:27:58 GMT-0400 (Eastern Daylight Time)","2022-10-16 21:27:58", "RAAS", "Goose Bay RAAS v3", "Goose Bay", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "356", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sun Oct 16 2022 17:54:47 GMT-0400 (Eastern Daylight Time)","2022-10-16 21:54:47", "AAS", "Fool's Road AAS v2", "Fool's Road", "1", "United States Army", "US Brigade Combat Team", "299", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 16 2022 18:15:17 GMT-0400 (Eastern Daylight Time)","2022-10-16 22:15:17", "TC", "Sumari Bala TC v1", "Sumari Bala", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "327", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 16 2022 18:56:43 GMT-0400 (Eastern Daylight Time)","2022-10-16 22:56:43", "Invasion", "Al Basrah Invasion v5", "Al Basrah", "2", "Middle Eastern Alliance", "MEA 60th Prince Assur Armored Brigade", "558", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "0"
"Sun Oct 16 2022 19:52:32 GMT-0400 (Eastern Daylight Time)","2022-10-16 23:52:32", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "61", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Sun Oct 16 2022 20:34:53 GMT-0400 (Eastern Daylight Time)","2022-10-17 00:34:53", "RAAS", "Mutaha RAAS v6", "Mutaha", "2", "Middle Eastern Alliance", "MEA 1st Battalion, Legion of Babylon", "113", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "0"
"Sun Oct 16 2022 21:08:29 GMT-0400 (Eastern Daylight Time)","2022-10-17 01:08:29", "TC", "Kamdesh TC v2", "Kamdesh Highlands", "1", "Irregular Militia Forces", "Local Militia Group", "171", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Sun Oct 16 2022 21:35:02 GMT-0400 (Eastern Daylight Time)","2022-10-17 01:35:02", "RAAS", "Narva RAAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "356", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 16 2022 22:10:41 GMT-0400 (Eastern Daylight Time)","2022-10-17 02:10:41", "TC", "Fallujah TC v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "11", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sun Oct 16 2022 23:15:14 GMT-0400 (Eastern Daylight Time)","2022-10-17 03:15:14", "RAAS", "Belaya RAAS v2", "Belaya Pass", "2", "Irregular Militia Forces", "United Liberation Force Militia", "13", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
"Sun Oct 16 2022 23:47:53 GMT-0400 (Eastern Daylight Time)","2022-10-17 03:47:53", "RAAS", "Yehorivka RAAS v8", "Yehorivka", "1", "Australian Defence Force", "ADF 3rd Brigade", "411", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 17 2022 00:30:12 GMT-0400 (Eastern Daylight Time)","2022-10-17 04:30:12", "AAS", "Mutaha AAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "183", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 17 2022 01:11:32 GMT-0400 (Eastern Daylight Time)","2022-10-17 05:11:32", "AAS", "Gorodok AAS v1", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "215", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 17 2022 01:44:35 GMT-0400 (Eastern Daylight Time)","2022-10-17 05:44:35", "RAAS", "Narva RAAS v2", "Narva", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "207", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
"Mon Oct 17 2022 02:24:31 GMT-0400 (Eastern Daylight Time)","2022-10-17 06:24:31", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "114", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Mon Oct 17 2022 03:06:02 GMT-0400 (Eastern Daylight Time)","2022-10-17 07:06:02", "AAS", "Chora AAS v1", "Chora", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "227", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 17 2022 03:46:06 GMT-0400 (Eastern Daylight Time)","2022-10-17 07:46:06", "TC", "Gorodok TC v1", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "320", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 17 2022 05:41:10 GMT-0400 (Eastern Daylight Time)","2022-10-17 09:41:10", "AAS", "Sumari Bala AAS v1", "Sumari Bala", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "267", "1", "British Army", "British Armed Forces", "242"
"Mon Oct 17 2022 13:18:15 GMT-0400 (Eastern Daylight Time)","2022-10-17 17:18:15", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "34", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Mon Oct 17 2022 13:59:06 GMT-0400 (Eastern Daylight Time)","2022-10-17 17:59:06", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "176", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 17 2022 14:35:47 GMT-0400 (Eastern Daylight Time)","2022-10-17 18:35:47", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "203", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 17 2022 15:29:53 GMT-0400 (Eastern Daylight Time)","2022-10-17 19:29:53", "RAAS", "Tallil Outskirts RAAS v2", "Tallil Outskirts", "1", "United States Army", "US Brigade Combat Team", "34", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Mon Oct 17 2022 16:04:39 GMT-0400 (Eastern Daylight Time)","2022-10-17 20:04:39", "AAS", "Chora AAS v3", "Chora", "1", "United States Army", "US Brigade Combat Team", "274", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 17 2022 17:08:34 GMT-0400 (Eastern Daylight Time)","2022-10-17 21:08:34", "Invasion", "Al Basrah Invasion v6", "Al Basrah", "2", "Insurgent Forces", "Local Insurgent Cell", "482", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Mon Oct 17 2022 17:42:51 GMT-0400 (Eastern Daylight Time)","2022-10-17 21:42:51", "AAS", "Fool's Road AAS v2", "Fool's Road", "1", "United States Army", "US Brigade Combat Team", "122", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 17 2022 18:29:56 GMT-0400 (Eastern Daylight Time)","2022-10-17 22:29:56", "AAS", "Gorodok AAS v3", "Gorodok", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "27", "1", "Canadian Army", "CAF LdSH Armored Recce Troop", "0"
"Mon Oct 17 2022 19:00:06 GMT-0400 (Eastern Daylight Time)","2022-10-17 23:00:06", "RAAS", "Fallujah RAAS v1", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "200", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Mon Oct 17 2022 19:54:07 GMT-0400 (Eastern Daylight Time)","2022-10-17 23:54:07", "RAAS", "Kohat Toi RAAS v1", "Kohat Toi", "2", "Russian Ground Forces", "Russian battalion tactical group", "7", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 17 2022 20:26:21 GMT-0400 (Eastern Daylight Time)","2022-10-18 00:26:21", "AAS", "Kokan AAS v3", "Kokan", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "187", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "0"
"Mon Oct 17 2022 20:47:17 GMT-0400 (Eastern Daylight Time)","2022-10-18 00:47:17", "AAS", "Narva AAS v3", "Narva", "1", "United States Army", "US Brigade Combat Team", "348", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 17 2022 21:23:28 GMT-0400 (Eastern Daylight Time)","2022-10-18 01:23:28", "TC", "Skorpo TC v1", "Skorpo", "2", "Russian Ground Forces", "Russian battalion tactical group", "129", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 17 2022 22:07:30 GMT-0400 (Eastern Daylight Time)","2022-10-18 02:07:30", "RAAS", "Mutaha RAAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "112", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Mon Oct 17 2022 22:59:24 GMT-0400 (Eastern Daylight Time)","2022-10-18 02:59:24", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "71", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 17 2022 23:35:56 GMT-0400 (Eastern Daylight Time)","2022-10-18 03:35:56", "AAS", "Chora AAS v3", "Chora", "2", "Russian Ground Forces", "Russian battalion tactical group", "316", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 18 2022 00:11:15 GMT-0400 (Eastern Daylight Time)","2022-10-18 04:11:15", "RAAS", "Kokan RAAS v3", "Kokan", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "188", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Tue Oct 18 2022 01:15:07 GMT-0400 (Eastern Daylight Time)","2022-10-18 05:15:07", "RAAS", "Yehorivka RAAS v9", "Yehorivka", "2", "Irregular Militia Forces", "The Peoples' Front Militia Mechanized Platoon", "28", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Tue Oct 18 2022 01:41:45 GMT-0400 (Eastern Daylight Time)","2022-10-18 05:41:45", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "434", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 18 2022 03:36:52 GMT-0400 (Eastern Daylight Time)","2022-10-18 07:36:52", "RAAS", "Mutaha RAAS v3", "Mutaha", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "319", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "267"
"Tue Oct 18 2022 14:35:17 GMT-0400 (Eastern Daylight Time)","2022-10-18 18:35:17", "Grounds", "Pacific Proving Grounds v1", "Pacific Proving Grounds", "0", "Civilians", "Local Civilians that have some limited access to vehicles", "99999", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "99979"
"Tue Oct 18 2022 15:49:32 GMT-0400 (Eastern Daylight Time)","2022-10-18 19:49:32", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "82", "1", "United States Army", "US Brigade Combat Team", "76"
"Tue Oct 18 2022 16:26:39 GMT-0400 (Eastern Daylight Time)","2022-10-18 20:26:39", "AAS", "Chora AAS v3", "Chora", "1", "United States Army", "US Brigade Combat Team", "208", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 18 2022 16:59:45 GMT-0400 (Eastern Daylight Time)","2022-10-18 20:59:45", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "273", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Tue Oct 18 2022 17:34:59 GMT-0400 (Eastern Daylight Time)","2022-10-18 21:34:59", "RAAS", "Fallujah RAAS v2", "Fallujah", "1", "British Army", "British Armed Forces", "185", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Tue Oct 18 2022 18:24:45 GMT-0400 (Eastern Daylight Time)","2022-10-18 22:24:45", "AAS", "Narva AAS v4", "Narva", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "22", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "0"
"Tue Oct 18 2022 19:14:23 GMT-0400 (Eastern Daylight Time)","2022-10-18 23:14:23", "RAAS", "Gorodok RAAS v5", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "239", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 18 2022 19:46:39 GMT-0400 (Eastern Daylight Time)","2022-10-18 23:46:39", "TC", "Skorpo TC v1", "Skorpo", "2", "Russian Ground Forces", "Russian battalion tactical group", "265", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 18 2022 20:22:19 GMT-0400 (Eastern Daylight Time)","2022-10-19 00:22:19", "AAS", "Kokan AAS v3", "Kokan", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "232", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Tue Oct 18 2022 20:59:27 GMT-0400 (Eastern Daylight Time)","2022-10-19 00:59:27", "AAS", "Lashkar AAS v2", "Lashkar Valley", "1", "United States Army", "US Brigade Combat Team", "106", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Tue Oct 18 2022 21:42:46 GMT-0400 (Eastern Daylight Time)","2022-10-19 01:42:46", "RAAS", "Kamdesh RAAS v2", "Kamdesh Highlands", "1", "British Army", "British Armed Forces", "108", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 18 2022 22:33:18 GMT-0400 (Eastern Daylight Time)","2022-10-19 02:33:18", "RAAS", "Yehorivka RAAS v5", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "40", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 18 2022 23:13:04 GMT-0400 (Eastern Daylight Time)","2022-10-19 03:13:04", "AAS", "Al Basrah AAS v2", "Al Basrah", "1", "United States Army", "US Brigade Combat Team", "153", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Tue Oct 18 2022 23:56:18 GMT-0400 (Eastern Daylight Time)","2022-10-19 03:56:18", "AAS", "Anvil AAS v1", "Anvil", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "101", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Wed Oct 19 2022 00:41:16 GMT-0400 (Eastern Daylight Time)","2022-10-19 04:41:16", "RAAS", "Fool's Road RAAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "55", "1", "British Army", "British Armed Forces", "0"
"Wed Oct 19 2022 01:22:54 GMT-0400 (Eastern Daylight Time)","2022-10-19 05:22:54", "RAAS", "Gorodok RAAS v4", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "175", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 19 2022 02:01:44 GMT-0400 (Eastern Daylight Time)","2022-10-19 06:01:44", "RAAS", "Narva RAAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "265", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 19 2022 03:05:01 GMT-0400 (Eastern Daylight Time)","2022-10-19 07:05:01", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "100", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Wed Oct 19 2022 05:00:06 GMT-0400 (Eastern Daylight Time)","2022-10-19 09:00:06", "AAS", "Mutaha AAS v1", "Mutaha", "2", "Russian Ground Forces", "Russian battalion tactical group", "289", "1", "United States Army", "US Brigade Combat Team", "238"
"Wed Oct 19 2022 13:56:11 GMT-0400 (Eastern Daylight Time)","2022-10-19 17:56:11", "Seed", "Tallil Outskirts Seed v2", "Tallil Outskirts", "1", "Canadian Army", "CAF Royal Westminster Regiment", "63", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Wed Oct 19 2022 14:20:26 GMT-0400 (Eastern Daylight Time)","2022-10-19 18:20:26", "AAS", "Logar AAS v3", "Logar Valley", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "226", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Wed Oct 19 2022 15:09:41 GMT-0400 (Eastern Daylight Time)","2022-10-19 19:09:41", "RAAS", "Fool's Road RAAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "13", "1", "British Army", "British Armed Forces", "0"
"Wed Oct 19 2022 15:57:32 GMT-0400 (Eastern Daylight Time)","2022-10-19 19:57:32", "RAAS", "Belaya RAAS v1", "Belaya Pass", "1", "United States Army", "US Brigade Combat Team", "57", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 19 2022 16:54:44 GMT-0400 (Eastern Daylight Time)","2022-10-19 20:54:44", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "7", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Wed Oct 19 2022 17:38:15 GMT-0400 (Eastern Daylight Time)","2022-10-19 21:38:15", "AAS", "Narva AAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "59", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 19 2022 18:43:25 GMT-0400 (Eastern Daylight Time)","2022-10-19 22:43:25", "Invasion", "Kohat Toi Invasion v1", "Kohat Toi", "2", "Insurgent Forces", "Local Insurgent Cell", "187", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 19 2022 19:22:13 GMT-0400 (Eastern Daylight Time)","2022-10-19 23:22:13", "RAAS", "Gorodok RAAS v1", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "206", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 19 2022 20:03:11 GMT-0400 (Eastern Daylight Time)","2022-10-20 00:03:11", "RAAS", "Kamdesh RAAS v3", "Kamdesh Highlands", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "166", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 19 2022 20:31:14 GMT-0400 (Eastern Daylight Time)","2022-10-20 00:31:14", "AAS", "Sumari Bala AAS v5", "Sumari Bala", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "323", "2", "Middle Eastern Alliance", "MEA Vizir Hussein 2nd Support Battalion", "0"
"Wed Oct 19 2022 21:07:24 GMT-0400 (Eastern Daylight Time)","2022-10-20 01:07:24", "AAS", "Kokan AAS v2", "Kokan", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "70", "1", "British Army", "British Armed Forces", "0"
"Wed Oct 19 2022 21:50:54 GMT-0400 (Eastern Daylight Time)","2022-10-20 01:50:54", "AAS", "Goose Bay AAS v2", "Goose Bay", "2", "Russian Ground Forces", "RUS 205th Rifle Division Reconaissance Platoon", "191", "1", "Canadian Army", "CAF Royal Newfoundland Regiment", "0"
"Wed Oct 19 2022 22:33:36 GMT-0400 (Eastern Daylight Time)","2022-10-20 02:33:36", "RAAS", "Yehorivka RAAS v5", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "140", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 19 2022 23:18:59 GMT-0400 (Eastern Daylight Time)","2022-10-20 03:18:59", "AAS", "Chora AAS v2", "Chora", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "57", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Wed Oct 19 2022 23:48:05 GMT-0400 (Eastern Daylight Time)","2022-10-20 03:48:05", "RAAS", "Narva RAAS v5", "Narva", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "333", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Thu Oct 20 2022 00:27:24 GMT-0400 (Eastern Daylight Time)","2022-10-20 04:27:24", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "203", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 20 2022 01:06:14 GMT-0400 (Eastern Daylight Time)","2022-10-20 05:06:14", "RAAS", "Mutaha RAAS v2", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "230", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
