time, datetime_utc, mode, layer, level, winner_team, winner_faction, winner_subfaction, winner_tickets, loser_team, loser_faction, loser_subfaction, loser_tickets
"Thu Oct 20 2022 01:56:45 GMT-0400 (Eastern Daylight Time)","2022-10-20 05:56:45", "RAAS", "Gorodok RAAS v1", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "36", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Thu Oct 20 2022 02:38:34 GMT-0400 (Eastern Daylight Time)","2022-10-20 06:38:34", "RAAS", "Belaya RAAS v1", "Belaya Pass", "1", "United States Army", "US Brigade Combat Team", "186", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Thu Oct 20 2022 04:33:40 GMT-0400 (Eastern Daylight Time)","2022-10-20 08:33:40", "RAAS", "Fallujah RAAS v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "252", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "236"
"Thu Oct 20 2022 06:07:09 GMT-0400 (Eastern Daylight Time)","2022-10-20 10:07:09", "Invasion", "Kohat Toi Invasion v2", "Kohat Toi", "2", "Insurgent Forces", "Local Insurgent Cell", "700", "1", "United States Army", "US Brigade Combat Team", "200"
"Thu Oct 20 2022 15:31:48 GMT-0400 (Eastern Daylight Time)","2022-10-20 19:31:48", "Seed", "Al Basrah Seed v1", "Al Basrah", "1", "British Army", "British Armed Forces", "7", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Thu Oct 20 2022 16:03:26 GMT-0400 (Eastern Daylight Time)","2022-10-20 20:03:26", "AAS", "Sumari Bala AAS v2", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "166", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Thu Oct 20 2022 16:41:46 GMT-0400 (Eastern Daylight Time)","2022-10-20 20:41:46", "RAAS", "Narva RAAS v2", "Narva", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "60", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Thu Oct 20 2022 17:20:56 GMT-0400 (Eastern Daylight Time)","2022-10-20 21:20:56", "RAAS", "Kamdesh RAAS v4", "Kamdesh Highlands", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "218", "1", "British Army", "British Armed Forces", "0"
"Thu Oct 20 2022 17:57:32 GMT-0400 (Eastern Daylight Time)","2022-10-20 21:57:32", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "130", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 20 2022 18:17:55 GMT-0400 (Eastern Daylight Time)","2022-10-20 22:17:55", "Invasion", "Al Basrah Invasion v2", "Al Basrah", "2", "Insurgent Forces", "Insurgent Rebel Federation", "766", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Thu Oct 20 2022 19:01:22 GMT-0400 (Eastern Daylight Time)","2022-10-20 23:01:22", "AAS", "Black Coast AAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "160", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 20 2022 19:35:56 GMT-0400 (Eastern Daylight Time)","2022-10-20 23:35:56", "RAAS", "Kokan RAAS v1", "Kokan", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "119", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 20 2022 20:11:53 GMT-0400 (Eastern Daylight Time)","2022-10-21 00:11:53", "RAAS", "Fallujah RAAS v5", "Fallujah", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "218", "2", "Middle Eastern Alliance", "MEA 1st Battalion, Legion of Babylon", "0"
"Thu Oct 20 2022 21:09:28 GMT-0400 (Eastern Daylight Time)","2022-10-21 01:09:28", "AAS", "Manic-5 AAS v2", "Manic-5", "1", "Canadian Army", "CAF 3rd Battalion RCR Air Assault Platoon", "81", "2", "Russian Ground Forces", "RUS 108th Guards Airborne Kuban Cossack Regiment", "0"
"Thu Oct 20 2022 22:02:57 GMT-0400 (Eastern Daylight Time)","2022-10-21 02:02:57", "TC", "Yehorivka TC v3", "Yehorivka", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "11", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Thu Oct 20 2022 22:52:23 GMT-0400 (Eastern Daylight Time)","2022-10-21 02:52:23", "RAAS", "Gorodok RAAS v11", "Gorodok", "2", "United States Army", "US 1st Cavalry Regiment", "65", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Thu Oct 20 2022 23:29:50 GMT-0400 (Eastern Daylight Time)","2022-10-21 03:29:50", "AAS", "Narva AAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "124", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 21 2022 00:03:59 GMT-0400 (Eastern Daylight Time)","2022-10-21 04:03:59", "AAS", "Mutaha AAS v2", "Mutaha", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "294", "1", "British Army", "British Armed Forces", "0"
"Fri Oct 21 2022 00:49:59 GMT-0400 (Eastern Daylight Time)","2022-10-21 04:49:59", "RAAS", "Black Coast RAAS v4", "Black Coast", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "169", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Fri Oct 21 2022 01:47:20 GMT-0400 (Eastern Daylight Time)","2022-10-21 05:47:20", "AAS", "Chora AAS v1", "Chora", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "11", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 21 2022 02:35:24 GMT-0400 (Eastern Daylight Time)","2022-10-21 06:35:24", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "402", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Fri Oct 21 2022 03:35:33 GMT-0400 (Eastern Daylight Time)","2022-10-21 07:35:33", "AAS", "Gorodok AAS v2", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "165", "1", "British Army", "British Armed Forces", "0"
"Fri Oct 21 2022 05:30:36 GMT-0400 (Eastern Daylight Time)","2022-10-21 09:30:36", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "301", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "153"
"Fri Oct 21 2022 13:19:29 GMT-0400 (Eastern Daylight Time)","2022-10-21 17:19:29", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "10", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 21 2022 13:55:29 GMT-0400 (Eastern Daylight Time)","2022-10-21 17:55:29", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "108", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 21 2022 14:42:59 GMT-0400 (Eastern Daylight Time)","2022-10-21 18:42:59", "AAS", "Mestia AAS v2", "Mestia", "2", "Russian Ground Forces", "Russian battalion tactical group", "22", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 21 2022 15:26:41 GMT-0400 (Eastern Daylight Time)","2022-10-21 19:26:41", "RAAS", "Kohat Toi RAAS v1", "Kohat Toi", "2", "Russian Ground Forces", "Russian battalion tactical group", "208", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 21 2022 16:03:18 GMT-0400 (Eastern Daylight Time)","2022-10-21 20:03:18", "RAAS", "Mutaha RAAS v4", "Mutaha", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "196", "2", "Russian Ground Forces", "RUS 6th Separate Czestochowa Tank Brigade ", "0"
"Fri Oct 21 2022 17:02:50 GMT-0400 (Eastern Daylight Time)","2022-10-21 21:02:50", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "24", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Fri Oct 21 2022 17:30:43 GMT-0400 (Eastern Daylight Time)","2022-10-21 21:30:43", "AAS", "Sumari Bala AAS v2", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "264", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Fri Oct 21 2022 18:09:23 GMT-0400 (Eastern Daylight Time)","2022-10-21 22:09:23", "RAAS", "Fallujah RAAS v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "66", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "0"
"Fri Oct 21 2022 18:51:03 GMT-0400 (Eastern Daylight Time)","2022-10-21 22:51:03", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "133", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 21 2022 19:30:32 GMT-0400 (Eastern Daylight Time)","2022-10-21 23:30:32", "AAS", "Belaya AAS v1", "Belaya Pass", "1", "Russian Ground Forces", "Russian battalion tactical group", "225", "2", "Irregular Militia Forces", "Local Militia Group", "0"
"Fri Oct 21 2022 20:13:34 GMT-0400 (Eastern Daylight Time)","2022-10-22 00:13:34", "TC", "Gorodok TC v1", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "54", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 21 2022 20:47:08 GMT-0400 (Eastern Daylight Time)","2022-10-22 00:47:08", "AAS", "Chora AAS v2", "Chora", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "207", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Fri Oct 21 2022 21:34:15 GMT-0400 (Eastern Daylight Time)","2022-10-22 01:34:15", "RAAS", "Sumari Bala RAAS v2", "Sumari Bala", "1", "British Army", "British Armed Forces", "26", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 21 2022 22:18:54 GMT-0400 (Eastern Daylight Time)","2022-10-22 02:18:54", "RAAS", "Black Coast RAAS v4", "Black Coast", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "105", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Fri Oct 21 2022 22:36:24 GMT-0400 (Eastern Daylight Time)","2022-10-22 02:36:24", "TC", "Mutaha TC v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "262", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 21 2022 23:13:42 GMT-0400 (Eastern Daylight Time)","2022-10-22 03:13:42", "AAS", "Goose Bay AAS v1", "Goose Bay", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "206", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "0"
"Sat Oct 22 2022 00:02:16 GMT-0400 (Eastern Daylight Time)","2022-10-22 04:02:16", "RAAS", "Kamdesh RAAS v1", "Kamdesh Highlands", "2", "Insurgent Forces", "Local Insurgent Cell", "127", "1", "Irregular Militia Forces", "Local Militia Group", "0"
"Sat Oct 22 2022 00:33:40 GMT-0400 (Eastern Daylight Time)","2022-10-22 04:33:40", "AAS", "Narva AAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "197", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 22 2022 01:10:55 GMT-0400 (Eastern Daylight Time)","2022-10-22 05:10:55", "AAS", "Chora AAS v4", "Chora", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "116", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Sat Oct 22 2022 02:08:08 GMT-0400 (Eastern Daylight Time)","2022-10-22 06:08:08", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "100", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 22 2022 02:45:46 GMT-0400 (Eastern Daylight Time)","2022-10-22 06:45:46", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "207", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sat Oct 22 2022 04:40:49 GMT-0400 (Eastern Daylight Time)","2022-10-22 08:40:49", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "303", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "295"
"Sat Oct 22 2022 12:55:21 GMT-0400 (Eastern Daylight Time)","2022-10-22 16:55:21", "Seed", "Sumari Bala Seed v1", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "84", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "83"
"Sat Oct 22 2022 13:36:59 GMT-0400 (Eastern Daylight Time)","2022-10-22 17:36:59", "AAS", "Narva AAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "127", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 22 2022 14:14:22 GMT-0400 (Eastern Daylight Time)","2022-10-22 18:14:22", "RAAS", "Kamdesh RAAS v3", "Kamdesh Highlands", "1", "United States Army", "US Brigade Combat Team", "50", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 22 2022 14:48:19 GMT-0400 (Eastern Daylight Time)","2022-10-22 18:48:19", "AAS", "Mutaha AAS v3", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "154", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "0"
"Sat Oct 22 2022 15:35:27 GMT-0400 (Eastern Daylight Time)","2022-10-22 19:35:27", "RAAS", "Yehorivka RAAS v5", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "61", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sat Oct 22 2022 16:09:17 GMT-0400 (Eastern Daylight Time)","2022-10-22 20:09:17", "RAAS", "Narva RAAS v4", "Narva", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "195", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Sat Oct 22 2022 16:49:59 GMT-0400 (Eastern Daylight Time)","2022-10-22 20:49:59", "RAAS", "Gorodok RAAS v4", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "116", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sat Oct 22 2022 17:35:57 GMT-0400 (Eastern Daylight Time)","2022-10-22 21:35:57", "AAS", "Manic-5 AAS v1", "Manic-5", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "263", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 22 2022 17:48:48 GMT-0400 (Eastern Daylight Time)","2022-10-22 21:48:48", "Skirmish", "Tallil Outskirts Skirmish v2", "Tallil Outskirts", "2", "Russian Ground Forces", "RU 205th Detached Mechanized Cossacks Brigade", "198", "1", "United States Army", "US 149th Brigade, Kentucky Army National Guard", "0"
"Sat Oct 22 2022 18:32:24 GMT-0400 (Eastern Daylight Time)","2022-10-22 22:32:24", "RAAS", "Fool's Road RAAS v3", "Fool's Road", "1", "British Army", "British Armed Forces", "51", "2", "Irregular Militia Forces", "Local Militia Group", "0"
"Sat Oct 22 2022 19:08:03 GMT-0400 (Eastern Daylight Time)","2022-10-22 23:08:03", "AAS", "Chora AAS v3", "Chora", "1", "United States Army", "US Brigade Combat Team", "272", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sat Oct 22 2022 19:35:54 GMT-0400 (Eastern Daylight Time)","2022-10-22 23:35:54", "AAS", "Al Basrah AAS v1", "Al Basrah", "1", "United States Army", "US Brigade Combat Team", "325", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 22 2022 20:09:11 GMT-0400 (Eastern Daylight Time)","2022-10-23 00:09:11", "RAAS", "Belaya RAAS v1", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "285", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 22 2022 20:53:31 GMT-0400 (Eastern Daylight Time)","2022-10-23 00:53:31", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "270", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sat Oct 22 2022 21:31:21 GMT-0400 (Eastern Daylight Time)","2022-10-23 01:31:21", "AAS", "Lashkar AAS v4", "Lashkar Valley", "2", "Middle Eastern Alliance", "MEA 4th Border Guards Group", "186", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "0"
"Sat Oct 22 2022 21:53:09 GMT-0400 (Eastern Daylight Time)","2022-10-23 01:53:09", "RAAS", "Yehorivka RAAS v5", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "341", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sat Oct 22 2022 22:19:51 GMT-0400 (Eastern Daylight Time)","2022-10-23 02:19:51", "AAS", "Mutaha AAS v2", "Mutaha", "1", "British Army", "British Armed Forces", "263", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Sat Oct 22 2022 22:59:56 GMT-0400 (Eastern Daylight Time)","2022-10-23 02:59:56", "RAAS", "Anvil RAAS v4", "Anvil", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "216", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Sat Oct 22 2022 23:23:00 GMT-0400 (Eastern Daylight Time)","2022-10-23 03:23:00", "RAAS", "Narva RAAS v2", "Narva", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "349", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Sat Oct 22 2022 23:53:30 GMT-0400 (Eastern Daylight Time)","2022-10-23 03:53:30", "AAS", "Logar AAS v1", "Logar Valley", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "53", "1", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 23 2022 00:28:50 GMT-0400 (Eastern Daylight Time)","2022-10-23 04:28:50", "RAAS", "Yehorivka RAAS v4", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "293", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 23 2022 01:07:59 GMT-0400 (Eastern Daylight Time)","2022-10-23 05:07:59", "RAAS", "Fallujah RAAS v3", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "9", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Sun Oct 23 2022 01:42:19 GMT-0400 (Eastern Daylight Time)","2022-10-23 05:42:19", "RAAS", "Mutaha RAAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "288", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sun Oct 23 2022 02:19:18 GMT-0400 (Eastern Daylight Time)","2022-10-23 06:19:18", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "166", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 23 2022 03:14:54 GMT-0400 (Eastern Daylight Time)","2022-10-23 07:14:54", "RAAS", "Yehorivka RAAS v6", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "240", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 23 2022 05:09:57 GMT-0400 (Eastern Daylight Time)","2022-10-23 09:09:57", "AAS", "Chora AAS v1", "Chora", "1", "United States Army", "US Brigade Combat Team", "344", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "176"
"Sun Oct 23 2022 11:54:04 GMT-0400 (Eastern Daylight Time)","2022-10-23 15:54:04", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "59", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "30"
"Sun Oct 23 2022 12:23:43 GMT-0400 (Eastern Daylight Time)","2022-10-23 16:23:43", "AAS", "Narva AAS v2", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "402", "1", "British Army", "British Armed Forces", "0"
"Sun Oct 23 2022 13:12:21 GMT-0400 (Eastern Daylight Time)","2022-10-23 17:12:21", "AAS", "Belaya AAS v2", "Belaya Pass", "1", "British Army", "British Armed Forces", "270", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 23 2022 13:55:50 GMT-0400 (Eastern Daylight Time)","2022-10-23 17:55:50", "RAAS", "Yehorivka RAAS v6", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "481", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 23 2022 14:28:03 GMT-0400 (Eastern Daylight Time)","2022-10-23 18:28:03", "AAS", "Chora AAS v2", "Chora", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "273", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
